p3,p4,p5,p6,p7
|519.7571411132812,519.7571411132812,519.7571411132812,519.7571411132812,519.7571411132812,519.7571411132812,519.7571411132812,519.7571411132812,519.7571411132812,182.072509765625,182.072509765625,182.072509765625,182.072509765625,182.072509765625,182.072509765625,182.072509765625,182.072509765625,182.072509765625|724.68115234375,724.68115234375,583.8059692382812,583.8059692382812,583.8059692382812,724.68115234375,256.1521911621094,256.1521911621094,583.8059692382812,256.1521911621094,256.1521911621094,256.1521911621094,256.1521911621094,256.1521911621094,256.1521911621094,256.1521911621094|518.2584838867188,518.2584838867188,518.2584838867188,518.2584838867188,518.2584838867188,518.2584838867188,518.2584838867188,518.2584838867188,518.2584838867188,955.1034545898438,955.1034545898438,955.1034545898438,955.1034545898438,955.1034545898438,724.68115234375,724.68115234375,955.1034545898438,955.1034545898438,955.1034545898438,724.68115234375,724.68115234375,724.68115234375,724.68115234375,955.1034545898438,583.8059692382812,583.8059692382812,583.8059692382812,724.68115234375,724.68115234375,724.68115234375,583.8059692382812,583.8059692382812,583.8059692382812,583.8059692382812|
50.7806396484375,50.7806396484375,50.7806396484375,50.7806396484375,50.7806396484375,50.7806396484375,50.7806396484375,50.7806396484375,50.7806396484375,14.4669189453125,14.4669189453125,19.368408203125,14.4669189453125,14.4669189453125,19.368408203125,19.368408203125,13.931396484375,13.931396484375,20.88787841796875,11.9542236328125,20.88787841796875,76.125,76.125,76.125,68.0308837890625,68.0308837890625,35.0023193359375,35.0023193359375,26.06866455078125,26.06866455078125,26.06866455078125,72.2611083984375,72.2611083984375,50.03204345703125,50.03204345703125,76.125,76.125,76.125,68.0308837890625,68.0308837890625,68.0308837890625,43.38677978515625,29.894775390625,29.894775390625,35.0023193359375,35.0023193359375,35.0023193359375,26.06866455078125,26.06866455078125,26.06866455078125,31.4508056640625,31.4508056640625,26.9473876953125,85.03436279296875,85.03436279296875,72.2611083984375,72.2611083984375,72.2611083984375,72.2611083984375,73.28662109375,73.28662109375,73.28662109375,50.03204345703125,50.03204345703125,50.03204345703125,76.125,76.125,76.125,68.0308837890625,68.0308837890625,68.0308837890625,43.38677978515625,43.38677978515625,29.894775390625,29.894775390625,35.0023193359375,35.0023193359375,35.0023193359375,49.59271240234375,49.59271240234375,26.06866455078125,26.06866455078125,31.4508056640625,31.4508056640625,26.9473876953125,85.03436279296875,85.03436279296875,85.03436279296875,85.03436279296875,72.2611083984375,72.2611083984375,72.2611083984375,73.28662109375,73.28662109375,73.28662109375,50.03204345703125,50.03204345703125,50.03204345703125,68.0308837890625,30.51708984375,76.9427490234375,76.9427490234375,43.38677978515625,43.38677978515625,29.894775390625,29.894775390625,35.0023193359375,49.59271240234375,49.59271240234375,49.59271240234375,31.4508056640625,31.4508056640625,26.9473876953125,72.347900390625,72.347900390625,72.347900390625,80.81304931640625,80.81304931640625,80.81304931640625,85.03436279296875,85.03436279296875,85.03436279296875,73.28662109375,73.28662109375,73.28662109375,50.03204345703125,30.51708984375,30.51708984375,76.9427490234375,76.9427490234375,76.9427490234375,76.9427490234375,43.38677978515625,43.38677978515625,72.03662109375,72.03662109375,72.03662109375,32.284912109375,32.284912109375,32.284912109375,49.59271240234375,49.59271240234375,49.59271240234375,72.347900390625,72.347900390625,72.347900390625,72.347900390625,80.81304931640625,80.81304931640625,80.81304931640625,30.51708984375,30.51708984375,76.9427490234375,76.9427490234375,76.9427490234375,48.16473388671875,48.16473388671875,72.03662109375,72.03662109375,72.03662109375,51.51312255859375,49.59271240234375,43.8260498046875,43.8260498046875,43.8260498046875,72.347900390625,72.347900390625,80.81304931640625,80.81304931640625,80.81304931640625,30.51708984375,30.51708984375,45.47369384765625,45.47369384765625,45.47369384765625,48.16473388671875,48.16473388671875,72.03662109375,72.03662109375,72.03662109375,51.51312255859375,51.51312255859375,51.51312255859375,43.8260498046875,43.8260498046875,43.8260498046875,43.8260498046875,45.47369384765625,45.47369384765625,45.47369384765625,48.16473388671875,48.16473388671875,51.51312255859375,51.51312255859375,51.51312255859375,43.8260498046875,43.8260498046875,51.51312255859375,51.51312255859375,130.57415771484375,130.57415771484375,130.57415771484375,130.57415771484375,130.57415771484375,130.57415771484375|121.8330078125,121.8330078125,105.90118408203125,105.90118408203125,121.8330078125,121.8330078125,121.8330078125,172.10089111328125,172.10089111328125,172.10089111328125,105.90118408203125,105.90118408203125,105.90118408203125,185.37744140625,185.37744140625,185.37744140625,121.8330078125,121.8330078125,121.8330078125,172.10089111328125,172.10089111328125,172.10089111328125,105.90118408203125,105.90118408203125,105.90118408203125,185.37744140625,185.37744140625,185.37744140625,185.37744140625,121.8330078125,172.10089111328125,172.10089111328125,172.10089111328125,105.90118408203125,185.37744140625,185.37744140625,206.8214111328125,206.8214111328125,206.8214111328125,206.8214111328125,206.8214111328125,206.8214111328125,206.8214111328125,206.8214111328125,206.8214111328125,143.5948486328125,143.5948486328125,143.5948486328125,143.5948486328125,143.5948486328125,143.5948486328125,143.5948486328125,143.5948486328125,143.5948486328125,130.57415771484375,130.57415771484375,130.57415771484375,130.57415771484375,130.57415771484375,130.57415771484375|206.8214111328125,206.8214111328125,419.8690185546875,419.8690185546875,419.8690185546875,206.8214111328125,206.8214111328125,419.8690185546875,419.8690185546875,419.8690185546875,206.8214111328125,206.8214111328125,419.8690185546875,419.8690185546875,419.8690185546875,206.8214111328125||
40.97943115234375,40.97943115234375,42.429931640625,42.429931640625,39.7291259765625,39.7291259765625,40.97943115234375,40.97943115234375,42.429931640625,42.429931640625,39.7291259765625,39.7291259765625,40.97943115234375,40.97943115234375,42.429931640625,42.429931640625,39.7291259765625,39.7291259765625,84.95989990234375,47.3814697265625,39.7291259765625,84.95989990234375,84.95989990234375,84.95989990234375,96.163330078125,96.163330078125,96.163330078125,47.3814697265625,47.3814697265625,47.3814697265625,84.95989990234375,84.95989990234375,84.95989990234375,96.163330078125,96.163330078125,96.163330078125,47.3814697265625,47.3814697265625,47.3814697265625,84.95989990234375,84.95989990234375,96.163330078125,96.163330078125,96.163330078125,47.3814697265625,47.3814697265625,124.4666748046875,124.4666748046875,124.4666748046875,124.4666748046875,124.4666748046875,124.4666748046875,124.4666748046875|227.01666259765625,227.01666259765625,227.01666259765625,227.01666259765625,227.01666259765625,227.01666259765625,227.01666259765625,227.01666259765625,227.01666259765625,250.37823486328125,250.37823486328125,250.37823486328125,124.4666748046875,124.4666748046875,250.37823486328125,250.37823486328125,250.37823486328125,250.37823486328125,124.4666748046875,124.4666748046875,250.37823486328125,250.37823486328125|525.433349609375,525.433349609375,525.433349609375,525.433349609375,525.433349609375,525.433349609375,525.433349609375,525.433349609375,525.433349609375|934.7703857421875,934.7703857421875,934.7703857421875,934.7703857421875,934.7703857421875,934.7703857421875,934.7703857421875|934.7703857421875,934.7703857421875,934.7703857421875,934.7703857421875,934.7703857421875,934.7703857421875,934.7703857421875
64.48333740234375,64.48333740234375,64.48333740234375,64.48333740234375,64.48333740234375,64.48333740234375,64.48333740234375,64.48333740234375,64.48333740234375||447.22705078125,447.22705078125,447.22705078125,447.22705078125,447.22705078125,447.22705078125,447.22705078125,447.22705078125,447.22705078125|447.22705078125,447.22705078125,447.22705078125,447.22705078125,447.22705078125,447.22705078125,921.0043334960938,921.0043334960938,921.0043334960938,921.0043334960938,921.0043334960938,921.0043334960938,921.0043334960938,921.0043334960938,921.0043334960938|
101.23883056640625,101.23883056640625,101.23883056640625,101.23883056640625,101.23883056640625,101.23883056640625,101.23883056640625,101.23883056640625,101.23883056640625,15.41558837890625,15.41558837890625,15.59808349609375,15.59808349609375,19.56402587890625,19.56402587890625,28.65740966796875,28.65740966796875,28.65740966796875,28.65740966796875,14.854736328125,28.13275146484375,22.8330078125,22.8330078125,22.8330078125,22.5841064453125,22.5841064453125,22.5841064453125,14.854736328125,29.33770751953125,29.33770751953125,29.33770751953125,28.13275146484375,28.13275146484375,15.9134521484375,15.9134521484375,20.5430908203125,20.5430908203125,20.5430908203125,32.79669189453125,32.79669189453125,32.79669189453125,25.26141357421875,25.26141357421875,22.8330078125,22.8330078125,22.8330078125,17.8382568359375,17.8382568359375,17.8382568359375,31.784210205078125,31.784210205078125,31.784210205078125,32.199188232421875,32.199188232421875,32.199188232421875,15.9134521484375,15.9134521484375,20.5430908203125,20.5430908203125,20.5430908203125,40.6878662109375,32.79669189453125,32.79669189453125,37.16998291015625,25.26141357421875,17.8382568359375,17.8382568359375,17.8382568359375,14.8846435546875,14.8846435546875,31.784210205078125,31.784210205078125,31.784210205078125,32.199188232421875,32.199188232421875,32.199188232421875,12.976318359375,12.976318359375,40.6878662109375,40.6878662109375,40.6878662109375,32.79669189453125,37.16998291015625,37.16998291015625,37.16998291015625,31.784210205078125,31.784210205078125,31.784210205078125,32.199188232421875,32.199188232421875,32.199188232421875,43.153533935546875,43.153533935546875,43.153533935546875,12.976318359375,12.976318359375,40.6878662109375,40.6878662109375,40.6878662109375,37.16998291015625,37.16998291015625,37.16998291015625,51.253143310546875,51.253143310546875,43.153533935546875,43.153533935546875,43.153533935546875,13.955352783203125,13.955352783203125,40.6878662109375,40.6878662109375,37.16998291015625,37.16998291015625,51.253143310546875,51.253143310546875,67.08854675292969,67.08854675292969,43.153533935546875,13.955352783203125,13.955352783203125,82.67005920410156,82.67005920410156,67.08854675292969,67.08854675292969,67.08854675292969,82.67005920410156,82.67005920410156,82.67005920410156,82.67005920410156,67.08854675292969,67.08854675292969,67.08854675292969,82.67005920410156,82.67005920410156,82.67005920410156,67.08854675292969|250.97409057617188,250.97409057617188,250.97409057617188,310.53173828125,250.97409057617188,250.97409057617188,250.97409057617188,310.53173828125,310.53173828125,310.53173828125,250.97409057617188,250.97409057617188,250.97409057617188,310.53173828125,310.53173828125,310.53173828125,310.53173828125,310.53173828125,216.357666015625,216.357666015625,216.357666015625,216.357666015625,216.357666015625,216.357666015625,216.357666015625,216.357666015625,216.357666015625,101.23883056640625,101.23883056640625,101.23883056640625,101.23883056640625,101.23883056640625,101.23883056640625,101.23883056640625,101.23883056640625|250.97409057617188,250.97409057617188,250.97409057617188,429.51531982421875,429.51531982421875,429.51531982421875,429.51531982421875,429.51531982421875,429.51531982421875,429.51531982421875,216.357666015625,216.357666015625,216.357666015625,216.357666015625,216.357666015625,216.357666015625,266.6729736328125,266.6729736328125,266.6729736328125,266.6729736328125,266.6729736328125,266.6729736328125,266.6729736328125,266.6729736328125,266.6729736328125|429.51531982421875,429.51531982421875,429.51531982421875,429.51531982421875,429.51531982421875,429.51531982421875,429.51531982421875,429.51531982421875,429.51531982421875|
47.0738525390625,47.0738525390625,47.0738525390625,26.1998291015625,26.1998291015625,47.0738525390625,47.0738525390625,47.0738525390625,26.1998291015625,26.1998291015625,47.0738525390625,47.0738525390625,47.0738525390625,69.01300048828125,69.01300048828125,69.01300048828125,75.6282958984375,75.6282958984375,75.6282958984375,112.11212158203125,78.74761962890625,26.1998291015625,26.1998291015625,69.01300048828125,69.01300048828125,69.01300048828125,75.6282958984375,75.6282958984375,75.6282958984375,75.6282958984375,112.11212158203125,112.11212158203125,112.11212158203125,78.74761962890625,78.74761962890625,78.74761962890625,69.01300048828125,69.01300048828125,69.01300048828125,75.6282958984375,75.6282958984375,112.11212158203125,112.11212158203125,112.11212158203125,78.74761962890625,78.74761962890625,78.74761962890625,112.11212158203125,112.11212158203125,78.74761962890625,78.74761962890625,105.86468505859375,105.86468505859375,105.86468505859375,105.86468505859375,105.86468505859375,105.86468505859375,105.86468505859375,105.86468505859375,105.86468505859375,75.8712158203125,75.8712158203125,75.8712158203125,75.8712158203125,75.8712158203125,75.8712158203125,75.8712158203125,75.8712158203125,75.8712158203125,70.87847900390625,70.87847900390625,70.87847900390625,70.87847900390625,70.87847900390625,70.87847900390625,70.87847900390625,70.87847900390625,70.87847900390625,73.85302734375,73.85302734375,73.85302734375,73.85302734375,97.04672241210938,97.04672241210938,97.04672241210938,73.85302734375,73.85302734375,73.85302734375,48.71026611328125,48.71026611328125,97.04672241210938,97.04672241210938,97.04672241210938,73.85302734375,73.85302734375,48.71026611328125,48.71026611328125,48.71026611328125,48.71026611328125,97.04672241210938,97.04672241210938,97.04672241210938,80.39361572265625,80.39361572265625,48.71026611328125,48.71026611328125,48.71026611328125,80.39361572265625,80.39361572265625,80.39361572265625,80.39361572265625,80.39361572265625,80.39361572265625,80.39361572265625|127.77462768554688,127.77462768554688,127.77462768554688,127.77462768554688,127.77462768554688,127.77462768554688,127.77462768554688,127.77462768554688,127.77462768554688,112.11212158203125,206.93463134765625,112.11212158203125,206.93463134765625,206.93463134765625,206.93463134765625,112.11212158203125,206.93463134765625,206.93463134765625,206.93463134765625,105.0654296875,105.0654296875,105.0654296875,206.93463134765625,206.93463134765625,105.0654296875,105.0654296875,105.0654296875,105.0654296875,105.0654296875,105.0654296875,307.895263671875,307.895263671875,106.07476806640625,106.07476806640625,106.07476806640625,307.895263671875,307.895263671875,307.895263671875,106.07476806640625,106.07476806640625,106.07476806640625,307.895263671875,307.895263671875,307.895263671875,106.07476806640625,106.07476806640625,106.07476806640625,307.895263671875,207.41253662109375,207.41253662109375,207.41253662109375,207.6181640625,207.6181640625,207.6181640625,207.41253662109375,207.41253662109375,207.41253662109375,207.6181640625,207.6181640625,207.6181640625,207.41253662109375,207.41253662109375,207.41253662109375,207.6181640625,207.6181640625,207.6181640625,271.37982177734375,271.37982177734375,271.37982177734375,271.37982177734375,241.1962890625,241.1962890625,241.1962890625,271.37982177734375,271.37982177734375,241.1962890625,241.1962890625,241.1962890625|207.6181640625,207.6181640625,207.6181640625,207.41253662109375,207.41253662109375,207.41253662109375,280.6302490234375,271.37982177734375,271.37982177734375,207.6181640625,207.6181640625,207.6181640625,207.41253662109375,207.41253662109375,207.41253662109375,241.1962890625,241.1962890625,280.6302490234375,280.6302490234375,280.6302490234375,271.37982177734375,271.37982177734375,271.37982177734375,207.6181640625,207.6181640625,280.01873779296875,280.01873779296875,280.6302490234375,280.6302490234375,280.6302490234375,271.37982177734375,271.37982177734375,271.37982177734375,280.01873779296875,280.01873779296875,280.01873779296875,280.6302490234375,280.6302490234375,280.01873779296875,280.01873779296875,280.01873779296875,280.01873779296875|628.9276733398438,628.9276733398438,628.9276733398438,628.9276733398438,628.9276733398438,628.9276733398438,628.9276733398438,628.9276733398438,628.9276733398438|
178.75579833984375,178.75579833984375,178.75579833984375,178.75579833984375,8.1868896484375,9.236083984375,9.5733642578125,6.051513671875,9.31103515625,26.37799072265625,26.37799072265625,26.37799072265625,26.37799072265625,26.37799072265625,26.37799072265625,26.37799072265625,26.37799072265625|296.76666259765625,181.6234130859375,181.6234130859375,181.6234130859375,296.76666259765625,181.6234130859375,181.6234130859375,181.6234130859375,296.76666259765625,181.6234130859375,181.6234130859375,181.6234130859375,296.76666259765625,178.75579833984375,178.75579833984375,178.75579833984375,178.75579833984375,178.75579833984375,178.75579833984375,178.75579833984375,178.75579833984375,178.75579833984375,112.75,112.75,112.75,112.75,112.75,112.75,112.75,112.75,112.75|296.76666259765625,275.6000061035156,275.6000061035156,296.76666259765625,296.76666259765625,296.76666259765625,275.6000061035156,275.6000061035156,275.6000061035156,394.73992919921875,394.73992919921875,296.76666259765625,296.76666259765625,296.76666259765625,275.6000061035156,275.6000061035156,275.6000061035156,394.73992919921875,394.73992919921875,394.73992919921875,296.76666259765625,296.76666259765625,275.6000061035156,394.73992919921875,394.73992919921875,394.73992919921875,394.73992919921875,430.1333312988281,430.1333312988281,430.1333312988281,430.1333312988281,430.1333312988281,430.1333312988281,430.1333312988281,430.1333312988281,430.1333312988281,437.2603759765625,437.2603759765625,437.2603759765625,437.2603759765625,437.2603759765625,437.2603759765625,437.2603759765625,437.2603759765625,437.2603759765625|623.2613525390625,623.2613525390625,623.2613525390625,623.2613525390625,623.2613525390625,623.2613525390625,623.2613525390625,623.2613525390625,623.2613525390625|1064.5992431640625,1064.5992431640625,1064.5992431640625,1064.5992431640625,1064.5992431640625,1064.5992431640625,1064.5992431640625,1064.5992431640625,1064.5992431640625
34.149993896484375,59.46665954589844,59.46665954589844,59.46665954589844,34.149993896484375,61.11665344238281,61.11665344238281,61.11665344238281,64.94998168945312,64.94998168945312,50.43333435058594,50.43333435058594,59.46665954589844,59.46665954589844,59.46665954589844,34.149993896484375,61.11665344238281,61.11665344238281,64.94998168945312,64.94998168945312,64.94998168945312,64.94998168945312,50.43333435058594,59.46665954589844,59.46665954589844,59.46665954589844,34.149993896484375,61.11665344238281,61.11665344238281,64.94998168945312,64.94998168945312,64.94998168945312,50.43333435058594,50.43333435058594,50.43333435058594,64.95001220703125,64.95001220703125,64.95001220703125,64.95001220703125,64.95001220703125,64.95001220703125,64.95001220703125,111.16665649414062,111.16665649414062,111.16665649414062,111.16665649414062,111.16665649414062,111.16665649414062,111.16665649414062,111.16665649414062,111.16665649414062,15.616668701171875,15.616668701171875,44.62760925292969,44.62760925292969,44.62760925292969,44.62760925292969,44.62760925292969,44.62760925292969,44.62760925292969,44.62760925292969,44.62760925292969,16.955474853515625,16.955474853515625,16.955474853515625,16.955474853515625,17.704925537109375,17.704925537109375,17.704925537109375,17.704925537109375,69.5081787109375,69.5081787109375,69.5081787109375,69.5081787109375,69.5081787109375,69.5081787109375,69.5081787109375,10.73480224609375,10.73480224609375,69.5081787109375,69.5081787109375,10.73480224609375,10.73480224609375,90.56195068359375,90.56195068359375,90.56195068359375,75.93447875976562,75.93447875976562,75.93447875976562,90.56195068359375,90.56195068359375,90.56195068359375,90.56195068359375,75.93447875976562,75.93447875976562,75.93447875976562,90.56195068359375,90.56195068359375,75.93447875976562,75.93447875976562,75.93447875976562,52.66510009765625,52.66510009765625,52.66510009765625,52.66510009765625,52.66510009765625,52.66510009765625,52.66510009765625,52.66510009765625,52.66510009765625|270.3700256347656,270.3700256347656,270.3700256347656,270.3700256347656,270.3700256347656,270.3700256347656,270.3700256347656,270.3700256347656,270.3700256347656|589.834228515625,589.834228515625,589.834228515625,589.834228515625,589.834228515625,589.834228515625,589.834228515625,589.834228515625,589.834228515625|537.7012939453125,537.7012939453125,710.5166015625,710.5166015625,710.5166015625,537.7012939453125,537.7012939453125,537.7012939453125,710.5166015625,710.5166015625,710.5166015625,667.7252197265625,537.7012939453125,537.7012939453125,537.7012939453125,710.5166015625,710.5166015625,710.5166015625,667.7252197265625,667.7252197265625,667.7252197265625,667.7252197265625,667.7252197265625,667.7252197265625,589.834228515625,589.834228515625,589.834228515625,589.834228515625|
73.232666015625,73.232666015625,73.232666015625,73.232666015625,73.232666015625,73.232666015625,73.232666015625,73.232666015625,73.232666015625|||776.3391723632812,776.3391723632812,776.3391723632812,776.3391723632812,776.3391723632812,776.3391723632812,486.73968505859375,776.3391723632812,776.3391723632812,776.3391723632812,486.73968505859375,486.73968505859375,486.73968505859375,486.73968505859375,486.73968505859375,486.73968505859375,486.73968505859375|776.3391723632812,776.3391723632812,776.3391723632812,776.3391723632812,776.3391723632812,776.3391723632812
||233.067626953125,233.067626953125,233.067626953125,233.067626953125,233.067626953125,233.067626953125,233.067626953125,233.067626953125,233.067626953125,315.615234375,305.29534912109375,315.615234375,315.615234375,305.29534912109375,315.615234375,315.615234375,305.29534912109375,315.615234375|522.1073608398438,522.1073608398438,522.1073608398438,522.1073608398438,522.1073608398438,522.1073608398438,522.1073608398438,522.1073608398438,464.49420166015625,464.49420166015625,464.49420166015625,522.1073608398438,464.49420166015625,464.49420166015625,464.49420166015625,464.49420166015625,464.49420166015625,464.49420166015625|779.3101196289062,779.3101196289062,779.3101196289062,779.3101196289062,779.3101196289062,779.3101196289062,779.3101196289062,779.3101196289062,779.3101196289062
29.0999755859375,29.0999755859375,28.5333251953125,28.5333251953125,29.0999755859375,29.0999755859375,28.5333251953125,28.5333251953125,29.0999755859375,29.0999755859375,28.5333251953125,28.5333251953125,127.63333129882812,127.63333129882812,127.63333129882812,127.63333129882812,127.63333129882812,127.63333129882812,127.63333129882812,127.63333129882812,127.63333129882812,71.9371337890625,71.9371337890625,71.9371337890625,71.9371337890625,71.9371337890625,71.9371337890625,71.9371337890625,71.9371337890625,71.9371337890625|153.183349609375,153.183349609375,153.183349609375,153.183349609375,153.183349609375,153.183349609375,153.183349609375,153.183349609375,153.183349609375,213.41668701171875,213.41668701171875,213.41668701171875,213.41668701171875,284.65557861328125,213.41668701171875,213.41668701171875,213.41668701171875,284.65557861328125,284.65557861328125,213.41668701171875,213.41668701171875|386.5173645019531,386.5173645019531,386.5173645019531,386.5173645019531,386.5173645019531,386.5173645019531,386.5173645019531,386.5173645019531,386.5173645019531|762.2499389648438,762.2499389648438,762.2499389648438,762.2499389648438,762.2499389648438,762.2499389648438,762.2499389648438,762.2499389648438,762.2499389648438,502.57373046875,502.57373046875,502.57373046875,502.57373046875,502.57373046875,502.57373046875,502.57373046875,502.57373046875,502.57373046875,607.2107543945312,520.4053344726562,520.4053344726562,607.2107543945312,607.2107543945312,607.2107543945312,520.4053344726562,520.4053344726562,520.4053344726562,607.2107543945312,607.2107543945312,607.2107543945312,520.4053344726562,520.4053344726562,520.4053344726562,607.2107543945312,607.2107543945312,520.4053344726562|762.2499389648438,762.2499389648438,762.2499389648438,762.2499389648438,762.2499389648438,762.2499389648438,762.2499389648438,762.2499389648438,968.92138671875,968.92138671875,968.92138671875,968.92138671875,968.92138671875,968.92138671875,968.92138671875,968.92138671875,968.92138671875
97.19998168945312,99.63333892822266,99.63333892822266,97.19998168945312,97.19998168945312,97.19998168945312,99.63333892822266,99.63333892822266,99.63333892822266,97.19998168945312,97.19998168945312,97.19998168945312,99.63333892822266,99.63333892822266,99.63333892822266,97.19998168945312,97.19998168945312,30.600006103515625,30.600006103515625,30.600006103515625,30.600006103515625,30.600006103515625,30.600006103515625,30.600006103515625,30.600006103515625,30.600006103515625,61.800018310546875,61.800018310546875,61.800018310546875,61.800018310546875,61.800018310546875,61.800018310546875,82.10894775390625,82.10894775390625,82.10894775390625,82.10894775390625,82.10894775390625,82.10894775390625,82.10894775390625,82.10894775390625,82.10894775390625,80.20185852050781,80.20185852050781,80.20185852050781,80.20185852050781,80.20185852050781,80.20185852050781,80.20185852050781,80.20185852050781,80.20185852050781,117.1273193359375,117.1273193359375,117.1273193359375,117.1273193359375,117.1273193359375,117.1273193359375,117.1273193359375,117.1273193359375|126.08334350585938,126.08334350585938,126.08334350585938,126.08334350585938,126.08334350585938,126.08334350585938,165.15000915527344,165.15000915527344,126.08334350585938,126.08334350585938,126.08334350585938,165.15000915527344,165.15000915527344,165.15000915527344,165.15000915527344,222.2333221435547,222.2333221435547,155.9666748046875,155.9666748046875,155.9666748046875,165.15000915527344,165.15000915527344,165.15000915527344,207.84999084472656,207.84999084472656,222.2333221435547,222.2333221435547,222.2333221435547,155.9666748046875,155.9666748046875,155.9666748046875,207.84999084472656,207.84999084472656,207.84999084472656,222.2333221435547,222.2333221435547,222.2333221435547,155.9666748046875,155.9666748046875,155.9666748046875,207.84999084472656,207.84999084472656,207.84999084472656,222.2333221435547,288.75,342.96661376953125,342.96661376953125,342.96661376953125,288.75,342.96661376953125,342.96661376953125,342.96661376953125,288.75,342.96661376953125,342.96661376953125,342.96661376953125,338.7167053222656,338.7167053222656,338.7167053222656,338.7167053222656|207.84999084472656,207.84999084472656,207.84999084472656,207.84999084472656,207.84999084472656,207.84999084472656,306.2122802734375,306.2122802734375,306.2122802734375,306.2122802734375,306.2122802734375,306.2122802734375,306.2122802734375,306.2122802734375,288.75,288.75,288.75,342.96661376953125,342.96661376953125,342.96661376953125,306.2122802734375,288.75,288.75,288.75,342.96661376953125,342.96661376953125,342.96661376953125,288.75,288.75,288.75,342.96661376953125,342.96661376953125,342.96661376953125,491.0332946777344,491.0332946777344,422.4832763671875,422.4832763671875,491.0332946777344,491.0332946777344,422.4832763671875,422.4832763671875,422.4832763671875,491.0332946777344,491.0332946777344,422.4832763671875,422.4832763671875,422.4832763671875,338.7167053222656,338.7167053222656,338.7167053222656,338.7167053222656,338.7167053222656,338.7167053222656,338.7167053222656,338.7167053222656,338.7167053222656|491.0332946777344,491.0332946777344,491.0332946777344,491.0332946777344,491.0332946777344,491.0332946777344|
34.294586181640625,34.294586181640625,62.823272705078125,62.823272705078125,62.823272705078125,34.294586181640625,62.823272705078125,62.823272705078125,62.823272705078125,62.823272705078125,86.16836547851562,86.16836547851562,86.16836547851562,62.823272705078125,86.16836547851562,86.16836547851562,86.16836547851562,86.16836547851562,86.16836547851562,86.16836547851562,77.32241821289062,77.32241821289062,77.32241821289062,77.32241821289062,77.32241821289062,86.58157348632812,86.58157348632812,86.58157348632812,61.884185791015625,61.884185791015625,61.884185791015625,77.32241821289062,77.32241821289062,77.32241821289062,86.58157348632812,86.58157348632812,86.58157348632812,61.884185791015625,61.884185791015625,61.884185791015625,77.32241821289062,86.58157348632812,86.58157348632812,86.58157348632812,12.038787841796875,51.610870361328125,66.86123657226562,66.86123657226562,61.884185791015625,61.884185791015625,61.884185791015625,101.83193969726562,101.83193969726562,101.83193969726562,12.038787841796875,51.610870361328125,51.610870361328125,66.86123657226562,66.86123657226562,101.83193969726562,101.83193969726562,101.83193969726562,101.83193969726562,51.610870361328125,51.610870361328125,66.86123657226562,66.86123657226562,101.83193969726562,101.83193969726562,51.610870361328125,51.610870361328125,57.282806396484375,57.282806396484375,32.99530029296875,32.99530029296875,32.99530029296875,32.99530029296875,57.282806396484375,57.282806396484375,32.99530029296875,32.99530029296875,32.99530029296875,57.282806396484375,57.282806396484375,146.13690185546875,100.87405395507812,100.87405395507812,146.13690185546875,100.87405395507812,100.87405395507812,100.87405395507812,146.13690185546875,100.87405395507812,100.87405395507812,100.87405395507812,100.87405395507812,103.7100830078125,103.7100830078125,103.7100830078125,103.7100830078125,103.7100830078125,103.7100830078125,103.7100830078125,103.7100830078125,103.7100830078125,60.730224609375,60.730224609375,60.730224609375,60.730224609375,60.730224609375,60.730224609375,60.730224609375,60.730224609375,60.730224609375|205.63592529296875,205.63592529296875,205.63592529296875,205.63592529296875,205.63592529296875,205.63592529296875,205.63592529296875,205.63592529296875,205.63592529296875,146.13690185546875,146.13690185546875,146.13690185546875,146.13690185546875,146.13690185546875,146.13690185546875,146.13690185546875,146.13690185546875,146.13690185546875,247.72470092773438,247.72470092773438,247.72470092773438,247.72470092773438,247.72470092773438,247.72470092773438,103.7100830078125,103.7100830078125,103.7100830078125,103.7100830078125,103.7100830078125,103.7100830078125,103.7100830078125,321.42236328125,321.42236328125,321.42236328125,173.01409912109375,173.01409912109375,173.01409912109375,173.01409912109375,173.01409912109375,173.01409912109375,173.01409912109375,173.01409912109375,173.01409912109375,318.61309814453125,318.61309814453125,318.61309814453125|247.72470092773438,247.72470092773438,247.72470092773438,247.72470092773438,247.72470092773438,247.72470092773438,321.42236328125,321.42236328125,321.42236328125,321.42236328125,321.42236328125,321.42236328125,321.42236328125,321.42236328125,321.42236328125,344.8638916015625,344.8638916015625,344.8638916015625,344.8638916015625,344.8638916015625,344.8638916015625,344.8638916015625,344.8638916015625,344.8638916015625,318.61309814453125,318.61309814453125,318.61309814453125,318.61309814453125,318.61309814453125,318.61309814453125,318.61309814453125,318.61309814453125,318.61309814453125|680.1441650390625,680.1441650390625,680.1441650390625,680.1441650390625,680.1441650390625,680.1441650390625,680.1441650390625,680.1441650390625,680.1441650390625,491.8873291015625,491.8873291015625,491.8873291015625,491.8873291015625,491.8873291015625,491.8873291015625,491.8873291015625,491.8873291015625,491.8873291015625,840.438232421875,840.438232421875,840.438232421875,840.438232421875,840.438232421875,840.438232421875,840.438232421875,840.438232421875,840.438232421875|
